date,symbol,price_usd,volume_usd,market_cap_usd
2024-06-05,ETH,3814.932030146498,11652766019.496792,458132490211.60803
2024-06-06,ETH,3871.0820906216727,12871943841.967451,464211497547.6711
2024-06-07,ETH,3812.701856549199,11650774701.467743,458058824868.5632
2024-06-08,ETH,3679.3766523741783,16199024684.298843,442056588562.9977
2024-06-09,ETH,3683.0253801346485,7575768941.686513,442391279529.5943
2024-06-10,ETH,3705.8998844045504,6301031436.913941,445276601430.4424
2024-06-11,ETH,3666.8276647258203,8786880926.53714,440506095151.8904
2024-06-12,ETH,3498.5559542215797,19621933421.92237,420251663393.7583
2024-06-13,ETH,3559.4475336257624,16798065224.846418,427834174694.1308
2024-06-14,ETH,3465.316584199481,14257587847.282923,417151499335.3688
2024-06-15,ETH,3478.7748349889234,14164619768.518377,418279823088.9498
2024-06-16,ETH,3565.1232591862595,12060524631.965353,428318893969.5867
2024-06-17,ETH,3618.508652976102,8663362158.145231,434773902047.7907
2024-06-18,ETH,3510.3586935289036,17226962124.000225,421162133590.23956
2024-06-19,ETH,3480.4713384276088,21649791273.213665,424951660073.25385
2024-06-20,ETH,3555.9658395535403,15091044746.84232,434492651441.09186
2024-06-21,ETH,3511.28482815368,15933137676.283852,429570574514.96106
2024-06-22,ETH,3516.88098000528,16100418805.143234,430070452526.121
2024-06-23,ETH,3494.7985621731755,6342881010.269747,427271533995.02954
2024-06-24,ETH,3417.7971372978254,8947881396.036127,418002114768.76056
2024-06-25,ETH,3357.1006400727606,23589084207.47341,402843439308.6059
2024-06-26,ETH,3395.304687339692,11981602845.529747,407935619100.4282
2024-06-27,ETH,3365.9446697083863,10009281218.932026,404420889593.2137
2024-06-28,ETH,3442.910158110125,11076955211.879559,413911406152.8098
2024-06-29,ETH,3374.6051303067916,10962843305.829046,405590219265.00946
2024-06-30,ETH,3371.278227967461,5551997884.52149,405186539487.579
2024-07-01,ETH,3435.3183276337395,7498532249.327012,412683392973.9106
2024-07-02,ETH,3438.009078999906,11834316021.632442,413087026853.55963
2024-07-03,ETH,3417.8984255478363,8478511086.945243,410850514007.59125
2024-07-04,ETH,3295.808464429979,15473856746.245096,395971730267.60034
2024-07-05,ETH,3069.0434008340803,19209988737.688694,369571668593.03217
2024-07-06,ETH,2984.398102498264,31755421068.593773,358878418412.549
2024-07-07,ETH,3066.247437954064,9871087552.273798,368279414918.9943
2024-07-08,ETH,2928.6012310061665,10243406181.924892,350977454882.58325
2024-07-09,ETH,3016.0833537946064,20819810746.374283,362836336467.41907
2024-07-10,ETH,3064.0923605197886,14902982165.592142,368733224976.19775
2024-07-11,ETH,3099.7101861313545,14523237728.597153,372867773189.40076
2024-07-12,ETH,3102.0902302291074,14058546522.739754,372384838887.21234
2024-07-13,ETH,3132.980838609695,12435435678.409641,376300269815.6458
2024-07-14,ETH,3173.5042341380185,7830621980.637015,381711250543.1549
2024-07-15,ETH,3252.654184707363,9867236520.521011,391583812600.5758
2024-07-16,ETH,3488.5387580277174,18368344859.430637,419316550609.62476
2024-07-17,ETH,3446.7658893041003,21040427365.588116,414703698412.0949
2024-07-18,ETH,3389.441287038116,16978839263.794697,407908628077.67224
2024-07-19,ETH,3428.5520187667257,14884776298.264118,412233122047.3164
2024-07-20,ETH,3505.222536388452,17784761899.551624,421392010127.0308
2024-07-21,ETH,3522.8013028122487,9427844289.70798,423550664963.50604
2024-07-22,ETH,3533.118349531153,13378492000.408422,424780865928.9678
2024-07-23,ETH,3443.073350817144,18304154013.687572,413961610216.08093
2024-07-24,ETH,3482.9837705931927,25079221799.230476,418879212976.89734
2024-07-25,ETH,3336.3802530382436,15765758234.562634,401152738546.72644
2024-07-26,ETH,3173.7633983274727,25890826733.28285,381782355331.5728
2024-07-27,ETH,3278.1869575279507,15169277359.834238,394189879099.2592
2024-07-28,ETH,3254.611672582785,14496971021.239912,391424161950.5181
2024-07-29,ETH,3272.8501306701373,7818233563.235541,393579006059.7797
2024-07-30,ETH,3316.942188773212,18452148650.905613,399239444647.5382
2024-07-31,ETH,3276.981779516743,13805865977.524105,393942961780.88654
2024-08-01,ETH,3233.076804863122,16143420325.47769,388633791826.8701
2024-08-02,ETH,3204.2465237463616,17786413332.129932,385340171208.75555
2024-08-03,ETH,2983.300976694291,18785849199.903355,358543505038.73834
2024-08-04,ETH,2906.7150241765007,17701956694.58319,349395441871.30615
2024-08-05,ETH,2682.4373928187924,22171247833.139385,323403607818.7498
2024-08-06,ETH,2415.6311394312143,73571034926.63428,291245061884.5607
2024-08-07,ETH,2455.51137665051,27613148149.796356,295168597349.07764
2024-08-08,ETH,2341.590346028249,24968091142.09198,282098261495.40393
2024-08-09,ETH,2685.012750687489,24290512619.839314,322827381254.3183
2024-08-10,ETH,2602.1840712761878,18077335701.97768,312353537574.9063
2024-08-11,ETH,2608.0357436286963,8849019546.648287,313697482213.2365
2024-08-12,ETH,2558.790870730736,12624674028.077477,307740266021.366
2024-08-13,ETH,2726.777988551933,22670968464.846756,328070186437.41003
2024-08-14,ETH,2703.5505587641255,16366799383.61909,325002180894.27686
2024-08-15,ETH,2662.780395092489,15887432311.728333,320231285058.06165
2024-08-16,ETH,2569.8604812159274,15498476343.410463,309002097789.9878
2024-08-17,ETH,2592.249006212312,12841847017.271076,311786461030.44476
2024-08-18,ETH,2613.139261446099,5483825246.098839,314212508914.4149
2024-08-19,ETH,2614.6012806263716,8617702421.12827,314682052511.7037
2024-08-20,ETH,2640.5904207330605,11730843561.162947,317616756579.9527
2024-08-21,ETH,2575.643435503567,12823659998.035198,309867213669.31934
2024-08-22,ETH,2630.2988017642488,11246256658.90509,316360729845.1586
2024-08-23,ETH,2623.289171364539,10277172867.663338,315630604929.4857
2024-08-24,ETH,2763.2554073640704,17876365362.452858,332181161792.2442
2024-08-25,ETH,2767.840733546234,11990449014.147696,332950073030.8183
2024-08-26,ETH,2745.164671605207,8312216650.941433,330332547375.3104
2024-08-27,ETH,2683.0801154902983,11486270160.014797,322816645099.5817
2024-08-28,ETH,2457.2773517547434,17505948780.2572,295636169778.93835
2024-08-29,ETH,2527.0269814017706,21234602056.030586,303958449107.31573
2024-08-30,ETH,2526.7383553003406,13272715023.256615,304106394048.1237
2024-08-31,ETH,2527.690204915795,15607580785.925383,304009556580.61725
2024-09-01,ETH,2513.3643501004462,6105765553.728281,302383496015.1365
2024-09-02,ETH,2430.0202661439344,11229587557.968822,292436067877.0585
2024-09-03,ETH,2534.9048168403706,12130504179.053215,304838837601.64795
2024-09-04,ETH,2437.1471557556497,9565142020.243557,293818299349.5953
2024-09-05,ETH,2448.30785784089,16639700582.521397,294329412026.3932
2024-09-06,ETH,2367.7700509506026,11060190870.627691,284989115168.67084
2024-09-07,ETH,2223.780428382685,26087934661.284035,267574522057.00296
2024-09-08,ETH,2272.6972849951912,10405191111.340616,273350308345.93225
2024-09-09,ETH,2296.4029520764498,9844980386.825493,276344419515.7602
2024-09-10,ETH,2359.565766831627,15874675673.552357,284026097136.9972
2024-09-11,ETH,2389.4740111256497,12508388687.122387,287422889605.8082
2024-09-12,ETH,2342.9639236941434,14692963988.99108,282041230807.9828
2024-09-13,ETH,2362.300238174588,11610780893.077023,284255194234.77527
2024-09-14,ETH,2445.08621032297,13122792869.978857,294131761890.3451
2024-09-15,ETH,2418.0828083179904,7248493705.268602,290912717943.81995
2024-09-16,ETH,2322.6433317480564,9361948332.945747,279257769574.61383
2024-09-17,ETH,2295.1348386540835,16629103878.54157,276339513490.21936
2024-09-18,ETH,2341.0924132597524,14449511265.93516,281704536557.3961
2024-09-19,ETH,2361.960992100706,17524561761.811428,283874122378.3681
2024-09-20,ETH,2465.2347833172967,17820089225.37694,296680606397.51587
2024-09-21,ETH,2557.6218555442515,18498405459.395584,307586864690.1545
2024-09-22,ETH,2614.599604753501,9276102854.536339,315153052833.9301
2024-09-23,ETH,2582.847683741262,12759588941.97967,310840922229.8413
2024-09-24,ETH,2647.9931622033255,19740370943.835594,318666137823.1156
2024-09-25,ETH,2653.844345308008,16584773336.25631,319524635350.52515
2024-09-26,ETH,2578.566359563475,14003678832.756735,309875035203.6359
2024-09-27,ETH,2630.94983700893,16686162392.966532,316828988137.27673
2024-09-28,ETH,2698.1928212346033,16468123574.12263,324681649929.6723
2024-09-29,ETH,2680.218702062471,9607072594.439383,322761939149.4107
2024-09-30,ETH,2659.611211611689,9570811494.068226,320146112155.9396
2024-10-01,ETH,2597.3411516834435,17539259209.42195,312577514239.3695
2024-10-02,ETH,2451.631522589772,26538568534.282005,295243912099.71765
2024-10-03,ETH,2365.231040243019,20613586399.40693,284621591999.18945
2024-10-04,ETH,2348.0048369247393,18771995105.191242,282601960212.3656
2024-10-05,ETH,2416.9184055552637,15230883994.399237,290928251441.44226
2024-10-06,ETH,2415.4038137445546,7362867897.959902,290706276902.6144
2024-10-07,ETH,2438.030912544012,7641011283.520121,293516242471.9333
2024-10-08,ETH,2422.7506412955013,16943828822.371426,291612805733.03143
2024-10-09,ETH,2441.4651696200294,13601054198.545612,294190554781.40424
2024-10-10,ETH,2367.615096789395,14384326799.317202,285084590935.4484
2024-10-11,ETH,2381.7817088014776,14686776834.298496,286552629874.8065
2024-10-12,ETH,2435.7137843692162,13097241431.234644,293162664953.97815
2024-10-13,ETH,2477.6130275578225,8538997411.470292,298282533565.2097
2024-10-14,ETH,2466.8607267086663,7516544091.44527,296977636559.92773
2024-10-15,ETH,2628.504376157751,21502937840.286705,316451494816.54065
2024-10-16,ETH,2602.0760435960988,21986428173.14599,313216116600.22363
2024-10-17,ETH,2611.700159182395,16135687550.25065,314435102932.4304
2024-10-18,ETH,2603.1202923346113,14330391810.475258,313194633306.5954
2024-10-19,ETH,2643.156520987104,16301885114.203026,318245706033.605
2024-10-20,ETH,2649.979289580214,7337169826.464913,318975355966.1185
2024-10-21,ETH,2742.9591411600395,12697856633.571321,330127637903.2564
2024-10-22,ETH,2665.731938974013,17340865615.868176,320871813296.62164
2024-10-23,ETH,2619.5653130506435,15418370745.51069,315286963217.6233
2024-10-24,ETH,2524.1038563091197,19004341635.326817,303758669310.65466
2024-10-25,ETH,2536.234041319884,16708110976.636312,305016120148.3843
2024-10-26,ETH,2422.09328922875,23734197478.807434,290598017399.4684
2024-10-27,ETH,2479.3736032443317,13434262241.34632,298518432454.89374
2024-10-28,ETH,2505.502947138879,8656317174.654642,301656245036.7335
2024-10-29,ETH,2564.8138556782997,19560694034.693996,308760527470.31
2024-10-30,ETH,2638.637351278122,22541317733.245987,317633905084.8851
2024-10-31,ETH,2657.6141818494384,22790792400.863556,320125387602.99
2024-11-01,ETH,2514.750787241073,20097565241.562813,302903644448.69275
2024-11-02,ETH,2513.8372870612066,20396109310.40712,302633410028.4328
2024-11-03,ETH,2491.352150058657,8253307127.229915,299972542553.578
2024-11-04,ETH,2456.979687344711,14546539750.496363,296080479788.81036
2024-11-05,ETH,2395.9472139132804,17316680977.698635,288417039274.4664
2024-11-06,ETH,2422.368479855642,18024855703.904736,291680535424.015
2024-11-07,ETH,2720.6217450068793,42388106411.06861,327447580506.6538
2024-11-08,ETH,2894.9718733838376,36844374455.9351,348640981227.00085
2024-11-09,ETH,2960.9593369382137,33688997426.40259,356482981903.24994
2024-11-10,ETH,3130.035524073996,30583711140.36284,376942816358.42664
2024-11-11,ETH,3191.9044555518153,47726595161.32535,384143201744.36383
2024-11-12,ETH,3372.7914863430115,62390436438.24982,407462829811.2162
2024-11-13,ETH,3260.934386131155,60074013245.45247,392233485413.7434
2024-11-14,ETH,3191.8991843987947,65592582441.25777,384320615296.6757
2024-11-15,ETH,3059.812296932496,37531565153.535194,367484509623.6447
2024-11-16,ETH,3093.913043390382,33076552515.401417,372487751993.49884
2024-11-17,ETH,3133.8802234191417,26503107468.25979,376904025324.19116
2024-11-18,ETH,3075.534532601624,28547657381.28478,370225690651.5099
2024-11-19,ETH,3209.4239073326826,35364731417.99857,386129534586.85486
2024-11-20,ETH,3112.9098010150224,29767245881.040333,374925759373.2606
2024-11-21,ETH,3075.193856649331,29508936260.346874,370266265216.9245
2024-11-22,ETH,3365.9369715466096,55714132904.97961,405284044226.11957
2024-11-23,ETH,3327.7571951719624,36536922518.79305,400787854559.3274
2024-11-24,ETH,3394.036961782547,42885423857.47691,408448492183.1955
2024-11-25,ETH,3368.7027619429946,30123422893.99126,405718851021.4928
2024-11-26,ETH,3417.291223691937,53625394443.87371,411314588853.17755
2024-11-27,ETH,3325.636532587645,41896722105.13149,400706261382.18384
2024-11-28,ETH,3666.1884904377557,48465294233.32744,441632729137.7082
2024-11-29,ETH,3579.2407862474997,33082767875.13153,431207272220.64014
2024-11-30,ETH,3598.1933212253616,28800628431.21762,433361301691.3607
2024-12-01,ETH,3709.9094391073327,31961998508.230377,446851521665.9131
2024-12-02,ETH,3708.8072387383017,29705280034.459038,446664514864.58777
2024-12-03,ETH,3643.855375704235,49031522663.40944,438825980701.30023
2024-12-04,ETH,3625.7104579497204,39557549415.34987,436691206026.36835
2024-12-05,ETH,3839.443460715871,59744855714.19937,462490222624.56714
2024-12-06,ETH,3796.8688671601276,64995601294.502495,457067221118.4413
2024-12-07,ETH,4013.726145388712,55954471926.67034,483422504163.839
2024-12-08,ETH,4000.992076502189,21959792763.543846,481889176555.6843
2024-12-09,ETH,4015.7820212328807,20728146237.12733,483642898147.5037
2024-12-10,ETH,3713.3138979971745,59141397866.09827,446571271919.9886
2024-12-11,ETH,3626.5886417774996,63643513993.15369,436749626813.98615
2024-12-12,ETH,3828.1075883404096,38471623681.40909,461075934206.2153
2024-12-13,ETH,3878.850012073054,47474608675.336655,466883095805.38696
2024-12-14,ETH,3907.4296595053356,36218321642.49857,470469907671.53613
2024-12-15,ETH,3866.9958020348054,28647722345.409325,465713274663.6432
2024-12-16,ETH,3961.3154661802305,24816850994.80954,477323245356.1555
2024-12-17,ETH,3992.857195846062,50679799770.94302,480940541314.61334
2024-12-18,ETH,3879.4062240100893,32823036037.584606,467508439297.98755
2024-12-19,ETH,3628.2624780444953,50734709374.83128,436893612673.4018
2024-12-20,ETH,3434.6754695380805,64452959600.863884,413858693686.69867
2024-12-21,ETH,3468.658920056454,72936574193.4554,417562064054.3703
2024-12-22,ETH,3337.5972231166807,32479699770.041058,401314595520.45166
2024-12-23,ETH,3275.8894274015142,25811397925.979923,394984656581.5222
2024-12-24,ETH,3414.6414419807993,35528067791.09896,411423031050.5532
2024-12-25,ETH,3497.555287927574,24085249644.32143,420708095541.6798
2024-12-26,ETH,3494.5109273631047,17503804977.00058,421029544401.6013
2024-12-27,ETH,3327.7897761683494,21239977785.94795,401038436756.22626
2024-12-28,ETH,3328.6111553091764,24582312087.174118,400705550098.4306
2024-12-29,ETH,3397.8341205085153,13861298668.649797,409451576910.996
2024-12-30,ETH,3357.330742971463,11315432322.371536,404459649875.75726
2024-12-31,ETH,3359.513941757392,27664137021.813133,404631151447.3196
2025-01-01,ETH,3336.6175137659498,21466394178.61746,401972899891.29846
2025-01-02,ETH,3348.967247123586,13440599794.35101,403374380145.697
2025-01-03,ETH,3448.140436960939,22683249623.05199,415300548992.1061
2025-01-04,ETH,3604.2913795931763,22019312215.306797,434290507752.4077
2025-01-05,ETH,3660.37804173532,15951962220.78043,441117087325.0027
2025-01-06,ETH,3635.8549961807084,12542101206.558632,438092711283.22925
2025-01-07,ETH,3687.1447140588307,24440100572.59286,444015369643.70074
2025-01-08,ETH,3380.0211263090155,32832589510.813023,406968109533.227
2025-01-09,ETH,3325.1300293537356,35080974963.72023,400602495132.5278
2025-01-10,ETH,3219.09284475812,30096896683.041233,388324291231.471
2025-01-11,ETH,3269.1759954060667,26722437003.95787,394101246876.45374
2025-01-12,ETH,3283.591322828503,11047744222.743227,395839071861.3172
2025-01-13,ETH,3264.070968533687,9699706283.258541,393199349088.32996
2025-01-14,ETH,3134.5520394596483,41743898872.017,377643507549.0125
2025-01-15,ETH,3224.8006483414138,22365842880.809456,388487746270.3852
2025-01-16,ETH,3447.0340476747956,23773995063.828526,415058425772.0614
2025-01-17,ETH,3309.4466139900196,25012556602.905136,398587196539.9218
2025-01-18,ETH,3477.284285084809,27778832363.7708,419024911827.7939
2025-01-19,ETH,3309.0995676199964,32195594202.134895,398761138447.4049
2025-01-20,ETH,3208.1365439891497,59678736709.7496,388676714260.872
2025-01-21,ETH,3263.069869880814,49563768850.78339,393073139255.5516
