date,symbol,price_usd,volume_usd,market_cap_usd
2024-02-28,ADA,0.6241652788950875,731758945.9474002,21941823650.68804
2024-02-29,ADA,0.6314079487062091,1191538044.9229648,22129642461.9693
2024-03-01,ADA,0.6564418023911469,1614265130.1649714,23175081904.582394
2024-03-02,ADA,0.7149619267973372,920359857.4053148,25001746853.5039
2024-03-03,ADA,0.7417755124257798,1241581216.1611676,26076704669.155296
2024-03-04,ADA,0.7276491507472452,903142029.2722098,25559072214.641167
2024-03-05,ADA,0.7722695346369098,1680447500.2155988,27150808361.07307
2024-03-06,ADA,0.6972076134960586,2188572422.175405,24537972409.659946
2024-03-07,ADA,0.7336259370506201,1200380141.1484196,25771433380.11001
2024-03-08,ADA,0.744449593191725,910160155.0149086,26227156486.565323
2024-03-09,ADA,0.7247375305870432,903991115.3918713,25474242398.708546
2024-03-10,ADA,0.7449746080676288,539996207.9753002,26203159950.656734
2024-03-11,ADA,0.7160578860375334,605135043.3263835,25173363502.68041
2024-03-12,ADA,0.7749753173328475,1288497599.5847096,27332452666.28988
2024-03-13,ADA,0.7481917133085468,978092026.6629596,26331618804.534817
2024-03-14,ADA,0.7639288624018844,784498987.3893253,26902388376.62822
2024-03-15,ADA,0.750550098481413,1567796430.063801,26442400083.09161
2024-03-16,ADA,0.7270113979441996,1387708020.9297395,25650847321.97299
2024-03-17,ADA,0.6582371256229309,933330158.7096813,23168400664.030697
2024-03-18,ADA,0.6817720909945488,795832686.2319198,23935819800.255726
2024-03-19,ADA,0.6623281909079127,784022016.7126212,23349816062.874863
2024-03-20,ADA,0.586019350902608,1134359096.991792,20766095416.002777
2024-03-21,ADA,0.6391399616378111,983440896.54995,22541731953.820232
2024-03-22,ADA,0.6327763463799453,652369970.6970923,22293078293.62098
2024-03-23,ADA,0.6123037796803994,575808688.7023321,21536222046.56704
2024-03-24,ADA,0.626207258573385,381206401.7952702,22086659773.711826
2024-03-25,ADA,0.6460247903982396,400457710.56079775,22771521662.25933
2024-03-26,ADA,0.656199944873147,578742871.3761855,23073311103.70861
2024-03-27,ADA,0.6653790384572502,607663811.7648048,23425863356.52765
2024-03-28,ADA,0.6481572867334939,650061841.9311377,22791665858.70475
2024-03-29,ADA,0.650176399951593,450612027.8680591,22932276600.526695
2024-03-30,ADA,0.6642438985254749,549602846.6540099,23417798018.988457
2024-03-31,ADA,0.6444865397214639,392465498.60557985,22715036680.597885
2024-04-01,ADA,0.650449791081512,310241563.5826532,22936901822.21796
2024-04-02,ADA,0.6222400848463132,618759083.8223126,21965439919.597378
2024-04-03,ADA,0.5803721745636556,674907501.5604758,20489842913.351616
2024-04-04,ADA,0.5717466267422849,488583939.81309575,20195244548.13768
2024-04-05,ADA,0.5824651813735257,493976013.2920013,20528887322.715195
2024-04-06,ADA,0.5756851059798307,448049598.08085907,20310156797.1702
2024-04-07,ADA,0.58375664703524,250145939.32882616,20601299549.17333
2024-04-08,ADA,0.5889143734956137,304626893.8137585,20777126322.914104
2024-04-09,ADA,0.6139464835843659,420999932.1228263,21656789672.065453
2024-04-10,ADA,0.592220359906436,491543274.35827094,20924789640.94384
2024-04-11,ADA,0.5857210197068813,503089955.4489689,20668286533.549202
2024-04-12,ADA,0.5861803169343673,317384210.1952712,20676509387.767456
2024-04-13,ADA,0.5045343784889652,1158713751.7671273,17787126923.073368
2024-04-14,ADA,0.4490279512162241,1213139931.1405385,15871867859.858751
2024-04-15,ADA,0.4687265109427785,980343416.1774567,16589375307.638958
2024-04-16,ADA,0.4603126182998896,725890529.3059012,16238863615.03449
2024-04-17,ADA,0.4583592084919298,526885840.3740244,16195959201.198883
2024-04-18,ADA,0.4445898969863973,498469338.2962892,15677617362.96021
2024-04-19,ADA,0.4578276522744481,420467438.69094026,16158304603.226147
2024-04-20,ADA,0.4699167090223507,611690530.4414759,16654042944.984558
2024-04-21,ADA,0.5047835543618832,538078098.3699543,17810194458.53564
2024-04-22,ADA,0.49910044017061184,360556109.3094675,17620600438.175224
2024-04-23,ADA,0.5163694474106608,412110566.6517646,18237582503.816647
2024-04-24,ADA,0.5004444916938912,399478118.71618026,17669693745.927345
2024-04-25,ADA,0.4748989595842877,494570842.2073933,16784653719.617798
2024-04-26,ADA,0.47057883062344014,348706323.314686,16612661971.69276
2024-04-27,ADA,0.46243449423225436,323285772.6026572,16318277109.491167
2024-04-28,ADA,0.46781029792904516,322647104.369064,16507785930.512177
2024-04-29,ADA,0.45994209671878394,253384657.26932502,16249932295.426746
2024-04-30,ADA,0.45707636141932567,301287281.428772,16153257571.051527
2024-05-01,ADA,0.4409541499307044,414214881.1344159,15611565965.335426
2024-05-02,ADA,0.44955088395760584,539589652.4288428,15913854392.906786
2024-05-03,ADA,0.45815380575529224,371916372.2849091,16177042156.197575
2024-05-04,ADA,0.4671149377141021,338556727.6704246,16523320469.96957
2024-05-05,ADA,0.463075749899171,248541339.92633924,16362012425.45175
2024-05-06,ADA,0.45805925752354787,246836840.8366592,16178541151.346535
2024-05-07,ADA,0.4541690938933543,346831496.826964,16057046698.821358
2024-05-08,ADA,0.4417192327446154,310303261.8048173,15651106908.555315
2024-05-09,ADA,0.4533687042628684,468629546.7847501,16001821951.976538
2024-05-10,ADA,0.46369917329560356,311841392.97678226,16368804834.984537
2024-05-11,ADA,0.44843722989090995,303982003.2505244,15860784187.336462
2024-05-12,ADA,0.4385723944343846,187860393.35073552,15511692633.013979
2024-05-13,ADA,0.437780925754015,153891175.97658762,15469210050.884933
2024-05-14,ADA,0.43622276278212985,368725571.9225032,15422503857.50605
